Lat (DD),Long (DD),Depth
50.401184762,-003.516049418,1.85600
50.401184647,-003.516021400,2.28200
50.401185106,-003.515993210,2.69200
50.401184590,-003.515964906,3.06000
50.401184762,-003.515935743,3.28900
50.401184762,-003.515906694,3.38300
50.401185621,-003.515880338,3.51500
50.401187397,-003.515852206,3.62200
50.401185220,-003.515822985,3.72200
50.401188887,-003.515777320,3.85300
50.401186022,-003.515742885,3.90200
50.401185850,-003.515739677,3.92500
50.401186423,-003.515709310,3.99800
50.401186423,-003.515682324,4.15000
50.401187970,-003.515654592,4.22800
50.401193757,-003.515608641,4.24500
50.401189460,-003.515579420,4.23200
50.401186538,-003.515565497,4.24100
50.401195132,-003.515515306,4.16200
50.401190320,-003.515497545,3.79000
50.401199601,-003.515486372,4.16500
50.401193815,-003.515458412,4.35700
50.401189403,-003.515430337,4.53900
50.401187226,-003.515400085,4.68900
50.401187684,-003.515372640,4.74400
50.401188658,-003.515338663,4.90400
50.401190663,-003.515313224,4.88900
50.401187913,-003.515261658,4.86200
50.401195705,-003.515233755,4.48400
50.401200805,-003.515213014,4.40000
50.401201320,-003.515205050,4.41400
50.401193585,-003.515158869,4.38800
50.401191007,-003.515147238,4.41000
50.401188429,-003.515119564,4.43200
50.401188543,-003.515083812,4.48100
50.401188486,-003.515064618,4.56500
50.401197596,-003.515036371,4.64200
50.401206362,-003.515008468,4.74100
50.401206821,-003.514973059,5.02300
50.401206534,-003.514924300,4.91700
50.401203727,-003.514897658,4.44600
50.401204357,-003.514889293,4.43700
50.401193585,-003.514866145,4.51200
50.401196679,-003.514816985,4.40200
50.401198570,-003.514804552,4.39400
50.401191064,-003.514782493,4.46800
50.401194330,-003.514754476,4.74600
50.401206592,-003.514726802,5.08200
50.401207909,-003.514695232,5.25000
50.401208310,-003.514643608,5.23100
50.401206076,-003.514636847,5.05400
50.401192439,-003.514595423,5.23800
50.401208081,-003.514558639,4.94300
50.401208196,-003.514532340,4.57000
50.401208883,-003.514505124,4.52100
50.401208883,-003.514501458,4.54100
50.401207164,-003.514463356,4.54500
50.401208425,-003.514444391,4.55500
50.401192611,-003.514398497,4.53300
50.401192210,-003.514363661,4.52400
50.401192382,-003.514346530,4.52100
50.401192382,-003.514319830,4.51600
50.401192611,-003.514301954,4.56300
50.401205159,-003.514276457,4.70500
50.401207508,-003.514248325,4.92600
50.401209857,-003.514220364,5.29400
50.401198456,-003.514189940,5.41000
50.401207451,-003.514136197,5.38900
50.401210660,-003.514108351,4.87600
50.401210373,-003.514089902,4.69800
50.401202065,-003.514057014,4.64300
50.401195935,-003.514028939,4.61300
50.401193471,-003.513998114,4.59200
50.401193585,-003.513978519,4.58100
50.401195362,-003.513963507,4.58600
50.401199258,-003.513935776,4.59600
50.401196278,-003.513909936,4.65000
50.401210430,-003.513882549,4.88700
50.401210717,-003.513837056,5.34700
50.401211232,-003.513823419,5.36600
50.401200518,-003.513795230,5.39400
50.401205446,-003.513768301,5.47200
50.401202122,-003.513716677,5.28000
50.401211977,-003.513686712,5.08400
50.401212378,-003.513657834,4.67900
50.401210545,-003.513631077,4.56300
50.401200461,-003.513601742,4.51300
50.401201435,-003.513597788,4.50000
50.401202409,-003.513557338,4.50400
50.401209972,-003.513524736,4.47800
50.401204643,-003.513499870,4.46300
50.401208024,-003.513476436,4.45000
50.401204758,-003.513441887,4.41500
50.401196565,-003.513418682,4.39700
50.401198284,-003.513402181,4.41000
50.401200060,-003.513371298,4.44900
50.401197653,-003.513344656,4.55800
50.401196851,-003.513319617,4.70400
50.401196565,-003.513291141,5.01500
50.401213582,-003.513263067,5.20800
50.401196966,-003.513234648,5.28900
50.401201320,-003.513206401,5.33600
50.401201893,-003.513155923,5.27700
50.401211003,-003.513124411,5.35100
50.401213696,-003.513110946,5.39600
50.401214326,-003.513066943,5.30700
50.401215300,-003.513038811,4.73200
50.401212951,-003.513011080,4.44300
50.401197940,-003.512984838,4.36100
50.401197940,-003.512976187,4.36600
50.401204930,-003.512951950,4.36900
50.401198456,-003.512925938,4.37000
50.401211920,-003.512876893,4.37800
50.401208253,-003.512865377,4.38500
50.401208826,-003.512833577,4.39600
50.401216217,-003.512800690,4.38600
50.401198742,-003.512760812,4.38600
50.401207279,-003.512731247,4.37900
50.401214384,-003.512702714,4.34100
50.401206362,-003.512672805,4.32000
50.401216446,-003.512657737,4.28700
50.401204071,-003.512633558,4.33300
50.401199945,-003.512615968,4.30100
50.401200518,-003.512578898,4.29600
50.401207566,-003.512537186,4.31700
50.401208540,-003.512509341,4.34300
50.401217478,-003.512493298,4.32900
50.401215243,-003.512455884,4.32600
50.401207566,-003.512434169,4.28400
50.401215186,-003.512405177,4.32000
50.401213123,-003.512385696,4.27400
50.401215415,-003.512345761,4.31100
50.401206133,-003.512327140,4.34600
50.401216962,-003.512305310,4.34000
50.401203612,-003.512257698,4.38700
50.401203268,-003.512245092,4.40000
50.401205961,-003.512222403,4.45600
50.401202294,-003.512187166,4.52500
50.401207967,-003.512146887,4.54300
50.401206248,-003.512135085,4.53700
50.401202008,-003.512093488,4.66800
50.401218337,-003.512070512,4.65300
50.401209915,-003.512033556,4.69500
50.401212779,-003.512003419,4.68600
50.401207222,-003.511972021,4.68800
50.401209399,-003.511967781,4.70300
50.401214441,-003.511921715,4.72700
50.401207623,-003.511885447,4.70600
50.401204643,-003.511859893,4.66900
50.401205617,-003.511851012,4.66700
50.401217077,-003.511813311,4.75800
50.401203154,-003.511794003,4.75400
50.401204930,-003.511745588,4.73000
50.401204930,-003.511728113,4.72800
50.401219941,-003.511690240,4.71900
50.401206305,-003.511684396,4.69600
50.401218509,-003.511647440,4.68900
50.401207336,-003.511604182,4.69300
50.401210258,-003.511598624,4.65000
50.401210831,-003.511556225,4.48000
50.401215472,-003.511544422,4.58500
50.401207737,-003.511518754,4.59900
50.401217821,-003.511470167,4.54700
50.401216160,-003.511435446,4.54500
50.401209113,-003.511430977,4.50100
50.401205045,-003.511379525,4.51200
50.401205503,-003.511359586,4.51800
50.401216332,-003.511338845,4.50800
50.401220858,-003.511299254,4.50200
50.401216275,-003.511276164,4.47500
50.401207451,-003.511252443,4.43900
50.401219082,-003.511214857,4.23700
50.401206305,-003.511182943,4.45000
50.401221660,-003.511155842,4.41400
50.401209571,-003.511143982,4.41800
50.401212665,-003.511108459,4.41000
50.401212837,-003.511095109,4.44300
50.401210545,-003.511047267,4.41500
50.401206763,-003.511037183,4.48800
50.401211003,-003.511001029,4.49800
50.401212779,-003.510975246,4.48900
50.401209227,-003.510945853,4.48000
50.401224468,-003.510922477,4.51000
50.401208941,-003.510887641,4.51000
50.401210774,-003.510862087,4.52100
50.401221546,-003.510837679,4.53200
50.401210946,-003.510806968,4.56100
50.401207451,-003.510783821,4.59300
50.401207967,-003.510758496,4.63400
50.401209284,-003.510730708,4.74600
50.401208024,-003.510702633,4.95200
50.401208883,-003.510674329,5.45100
50.401210488,-003.510646483,5.76200
50.401208998,-003.510591192,5.87300
50.401208253,-003.510586150,5.88000
50.401208769,-003.510539970,5.89000
50.401210889,-003.510506166,5.69700
50.401208654,-003.510503988,5.14100
50.401209113,-003.510450761,4.85600
50.401215644,-003.510432655,4.79100
50.401209113,-003.510398679,4.77100
50.401220056,-003.510372093,4.75200
50.401220572,-003.510350665,4.61400
50.401217764,-003.510316688,4.55400
50.401217019,-003.510295604,4.59800
50.401209743,-003.510253033,4.66000
50.401213582,-003.510243178,4.51300
50.401210889,-003.510211379,4.59300
50.401213467,-003.510168980,4.57200
50.401210602,-003.510157349,4.53700
50.401210373,-003.510119018,4.51200
50.401212092,-003.510094553,4.53600
50.401211118,-003.510070145,4.52100
50.401218051,-003.510048487,4.52300
50.401226473,-003.510006260,4.52600
50.401213238,-003.509999212,4.57500
50.401216389,-003.509970679,4.64400
50.401227676,-003.509943063,4.74200
50.401229109,-003.509914186,4.90900
50.401228307,-003.509885595,5.02100
50.401220343,-003.509858265,5.08200
50.401212149,-003.509829216,5.09800
50.401216389,-003.509774670,5.13900
50.401222634,-003.509760060,5.12000
50.401229395,-003.509736626,5.12400
50.401219941,-003.509701790,5.09700
50.401222061,-003.509688383,5.07000
50.401227791,-003.509634639,4.98500
50.401226588,-003.509606450,4.82100
50.401218394,-003.509577917,4.69500
50.401213410,-003.509549211,4.68000
50.401216847,-003.509522397,4.58500
50.401227103,-003.509493978,4.52100
50.401226015,-003.509465159,4.46700
50.401228192,-003.509441667,4.45100
50.401225155,-003.509423046,4.43800
50.401231458,-003.509385747,4.49400
50.401228307,-003.509378413,4.49200
50.401213983,-003.509349650,4.53500
50.401214957,-003.509319914,4.58500
50.401214040,-003.509294417,4.68400
50.401215644,-003.509267603,4.85400
50.401214269,-003.509239356,5.19000
50.401214269,-003.509210937,5.50400
50.401216790,-003.509156850,5.67400
50.401214728,-003.509127171,5.59100
50.401230828,-003.509104596,5.52600
50.401216847,-003.509071021,5.32400
50.401216332,-003.509043175,4.92900
50.401215186,-003.509015100,4.56700
50.401215358,-003.508986968,4.43900
50.401215472,-003.508958549,4.38000
50.401226359,-003.508934485,4.28000
50.401215702,-003.508917755,4.27300
50.401222119,-003.508875528,4.28000
50.401225900,-003.508846765,4.26800
50.401233635,-003.508818748,4.24200
50.401230369,-003.508796574,4.22400
50.401233406,-003.508764431,4.19400
50.401232776,-003.508759905,4.19200
50.401234151,-003.508722777,4.18300
50.401217650,-003.508683701,4.18600
50.401221546,-003.508673789,4.17800
50.401234380,-003.508645657,4.18600
50.401217019,-003.508617639,4.20400
50.401234151,-003.508590710,4.23400
50.401222806,-003.508556218,4.29100
50.401219025,-003.508535076,4.41700
50.401217936,-003.508505626,4.64100
50.401217592,-003.508476577,4.75100
50.401219082,-003.508442658,4.81800
50.401218280,-003.508395790,4.80600
50.401218853,-003.508376940,4.76700
50.401218681,-003.508340843,4.57000
50.401218566,-003.508310935,4.29000
50.401218566,-003.508287215,4.11700
50.401225614,-003.508256733,4.05300
50.401221603,-003.508244930,4.02900
50.401220686,-003.508201385,3.98900
50.401219197,-003.508183624,3.98300
50.401220629,-003.508168727,3.96600
50.401219426,-003.508125755,3.95700
50.401229796,-003.508108452,3.96800
50.401235469,-003.508071725,3.96200
50.401220457,-003.508057000,3.93400
50.401232776,-003.508029212,3.95700
50.401230656,-003.507997642,4.01100
50.401225213,-003.507946820,4.04200
50.401221775,-003.507933585,4.02700
50.401237474,-003.507915938,4.04100
50.401222348,-003.507886889,4.12700
50.401237818,-003.507860762,4.19200
50.401221030,-003.507830796,4.26500
50.401217993,-003.516416855,-1.26100
50.401217363,-003.516414334,-1.68800
50.401201435,-003.516387234,-1.17800
50.401207222,-003.516359273,-0.91800
50.401200977,-003.516303868,-0.75400
50.401201148,-003.516301748,-0.80800
50.401209227,-003.516272470,-0.21000
50.401202409,-003.516246744,-0.02100
50.401210889,-003.516204345,0.06500
50.401208941,-003.516183203,0.37000
50.401207623,-003.516162348,0.64100
50.401201779,-003.516132668,0.90300
50.401201951,-003.516105682,1.21200
50.401202581,-003.516077894,1.66900
50.401202237,-003.516049647,2.11800
50.401202581,-003.516021457,2.60600
50.401202524,-003.515993039,3.08200
50.401213123,-003.515963932,3.26900
50.401202867,-003.515932935,3.34700
50.401204357,-003.515908699,3.49700
50.401202982,-003.515876785,3.63800
50.401207680,-003.515852721,3.74000
50.401203154,-003.515824016,3.88600
50.401211863,-003.515786545,3.98000
50.401203899,-003.515766033,4.05400
50.401209399,-003.515735494,4.13900
50.401208540,-003.515711831,4.20900
50.401208081,-003.515674703,4.12600
50.401209399,-003.515655051,4.24700
50.401204586,-003.515602339,4.29300
50.401222176,-003.515574951,4.21100
50.401220285,-003.515558393,4.17900
50.401204758,-003.515515994,4.22500
50.401204701,-003.515491529,4.07500
50.401205847,-003.515486085,4.19100
50.401206993,-003.515458641,4.55100
50.401205560,-003.515429592,4.77900
50.401206477,-003.515402548,4.88000
50.401222921,-003.515353618,4.88100
50.401222806,-003.515345367,4.86500
50.401222692,-003.515293342,4.74600
50.401223035,-003.515263663,4.43900
50.401223551,-003.515240401,4.43000
50.401208253,-003.515220290,4.40400
50.401206534,-003.515204935,4.43200
50.401207107,-003.515173021,4.51200
50.401206133,-003.515148212,4.70200
50.401206305,-003.515119851,4.72300
50.401206477,-003.515066852,4.67600
50.401206935,-003.515037058,4.66900
50.401207164,-003.515026917,4.66300
50.401224296,-003.515003999,4.65600
50.401224640,-003.514953980,4.85200
50.401221603,-003.514926592,4.54000
50.401209170,-003.514902471,4.45800
50.401208769,-003.514888834,4.45000
50.401207394,-003.514867463,4.57100
50.401208310,-003.514812230,4.45400
50.401207852,-003.514805011,4.43600
50.401208310,-003.514782837,4.51400
50.401218509,-003.514755392,4.72700
50.401225671,-003.514727146,4.93200
50.401225041,-003.514671397,5.11600
50.401209685,-003.514643265,5.00600
50.401209113,-003.514642119,5.01600
50.401225499,-003.514586886,4.98300
50.401221603,-003.514558982,4.62700
50.401223895,-003.514537153,4.50900
50.401226874,-003.514507416,4.47800
50.401223608,-003.514490285,4.48900
50.401218681,-003.514470346,4.50000
50.401220915,-003.514442844,4.52100
50.401210087,-003.514409326,4.62700
50.401209514,-003.514381136,4.67500
50.401210545,-003.514333925,4.72700
50.401209857,-003.514309574,4.68900
50.401209972,-003.514297542,4.70400
50.401211634,-003.514276915,4.67800
50.401221718,-003.514248497,4.83600
50.401226244,-003.514218130,5.18500
50.401225270,-003.514188680,5.37300
50.401228479,-003.514136655,5.09500
50.401228307,-003.514109554,4.73300
50.401220572,-003.514083141,4.68300
50.401213123,-003.514052545,4.64300
50.401211576,-003.514037247,4.64900
50.401212149,-003.514021262,4.66500
50.401211347,-003.513994504,4.74300
50.401211576,-003.513945287,4.78800
50.401211634,-003.513932510,4.77500
50.401211576,-003.513910280,4.77900
50.401212092,-003.513882205,4.87700
50.401229281,-003.513854645,4.98200
50.401229796,-003.513826628,5.26900
50.401222061,-003.513790875,5.40000
50.401227676,-003.513766811,5.45100
50.401230197,-003.513715589,5.26300
50.401230025,-003.513693071,4.74000
50.401230312,-003.513658751,4.65100
50.401220285,-003.513630218,4.55100
50.401214097,-003.513606326,4.51000
50.401213467,-003.513586157,4.50600
50.401219999,-003.513555562,4.48900
50.401213696,-003.513517173,4.48400
50.401218223,-003.513489499,4.47400
50.401230942,-003.513465321,4.44100
50.401220915,-003.513436444,4.41200
50.401217420,-003.513425099,4.41500
50.401213983,-003.513396394,4.42700
50.401214613,-003.513376226,4.44200
50.401219082,-003.513348151,4.57100
50.401214212,-003.513319045,4.85900
50.401215873,-003.513291657,5.12800
50.401228880,-003.513263238,5.15700
50.401215014,-003.513212417,5.30900
50.401217936,-003.513204854,5.35700
50.401226588,-003.513155923,5.33000
50.401219540,-003.513138620,5.28600
50.401215472,-003.513114670,5.37300
50.401231572,-003.513067344,5.11300
50.401232547,-003.513039613,4.61100
50.401219770,-003.513010679,4.44400
50.401219082,-003.512990052,4.40500
50.401217535,-003.512965300,4.39800
50.401230083,-003.512944273,4.39500
50.401233578,-003.512924735,4.39200
50.401217420,-003.512897118,4.38700
50.401224983,-003.512848703,4.39800
50.401219712,-003.512819941,4.40100
50.401216618,-003.512800231,4.38100
50.401226416,-003.512780292,4.40400
50.401224411,-003.512733654,4.15600
50.401218394,-003.512702771,4.33800
50.401222978,-003.512696698,4.27700
50.401217650,-003.512649085,4.31800
50.401220744,-003.512630235,4.32900
50.401232031,-003.512599295,4.31100
50.401225041,-003.512572939,4.31200
50.401231687,-003.512543546,4.32600
50.401219311,-003.512512148,4.29600
50.401224525,-003.512477713,4.32900
50.401228192,-003.512455998,4.30200
50.401219540,-003.512427981,4.30100
50.401220973,-003.512396181,4.31200
50.401221660,-003.512376414,4.32300
50.401233807,-003.512363064,4.31500
50.401228880,-003.512331380,4.35000
50.401224181,-003.512306571,4.34800
50.401219139,-003.512253687,4.44900
50.401221145,-003.512247442,4.44400
50.401219311,-003.512221888,4.52200
50.401233406,-003.512186708,4.53700
50.401224239,-003.512164936,4.53500
50.401219598,-003.512134798,4.56500
50.401227619,-003.512108843,4.65300
50.401220343,-003.512071601,4.68400
50.401220686,-003.512032411,4.61300
50.401225442,-003.512021582,4.70600
50.401236271,-003.511992819,4.51600
50.401235640,-003.511959129,4.71100
50.401234495,-003.511922746,4.70700
50.401235927,-003.511908079,4.69400
50.401221431,-003.511866597,4.68600
50.401223379,-003.511855940,4.69400
50.401226645,-003.511819385,4.76500
50.401232833,-003.511784262,4.76800
50.401232375,-003.511747364,4.76600
50.401222405,-003.511720492,4.74600
50.401226702,-003.511691443,4.73000
50.401228135,-003.511661420,4.71300
50.401223379,-003.511649159,4.69000
50.401226932,-003.511631684,4.74000
50.401222978,-003.511585618,4.71200
50.401225327,-003.511548089,4.61800
50.401229854,-003.511523452,4.58600
50.401230885,-003.511509472,4.59300
50.401224812,-003.511463521,4.58400
50.401223265,-003.511459052,4.57200
50.401224582,-003.511425877,4.54200
50.401231171,-003.511405537,4.53200
50.401232489,-003.511353112,4.49000
50.401237646,-003.511324235,4.44900
50.401231343,-003.511299941,4.48200
50.401230484,-003.511269116,4.46300
50.401224239,-003.511253589,4.42600
50.401241198,-003.511230270,4.47500
50.401233062,-003.511182084,4.43800
50.401240568,-003.511158650,4.42400
50.401227390,-003.511141289,4.44200
50.401227619,-003.511117913,4.42500
50.401224353,-003.511096828,4.45300
50.401241198,-003.511058038,4.45000
50.401240625,-003.511016442,4.45800
50.401229051,-003.511011629,4.47400
50.401240396,-003.510982465,4.48500
50.401231630,-003.510932790,4.50500
50.401242516,-003.510925685,4.49700
50.401231744,-003.510898298,4.52000
50.401225900,-003.510861285,4.52900
50.401227906,-003.510830059,4.53800
50.401229109,-003.510802098,4.56600
50.401237187,-003.510782102,4.61100
50.401227504,-003.510752824,4.66900
50.401237932,-003.510726926,4.71000
50.401226301,-003.510702977,5.17900
50.401240740,-003.510674730,5.60100
50.401242974,-003.510646139,5.89900
50.401243089,-003.510590849,5.89900
50.401244063,-003.510571196,5.84500
50.401242860,-003.510546387,5.75800
50.401242573,-003.510507254,5.80400
50.401244292,-003.510498602,5.69100
50.401227218,-003.510450188,5.03300
50.401231057,-003.510429217,4.82000
50.401242745,-003.510406414,4.80100
50.401234838,-003.510374041,4.78100
50.401236672,-003.510355363,4.75200
50.401231000,-003.510309584,4.69600
50.401238849,-003.510285176,4.60200
50.401231458,-003.510265122,4.65600
50.401228307,-003.510226218,4.64200
50.401233864,-003.510221119,4.62000
50.401229109,-003.510171673,4.59200
50.401236213,-003.510144801,4.57800
50.401237703,-003.510118044,4.55700
50.401234896,-003.510084984,4.53700
50.401239938,-003.510067566,4.53400
50.401242115,-003.510031642,4.53000
50.401235068,-003.510022016,4.52500
50.401236099,-003.509995374,4.55300
50.401246641,-003.509971195,4.60500
50.401246355,-003.509942375,4.70000
50.401246412,-003.509911665,4.82400
50.401245839,-003.509886512,4.96500
50.401245725,-003.509852879,5.04500
50.401245667,-003.509828872,5.08700
50.401246355,-003.509787791,5.13200
50.401236958,-003.509750434,5.12400
50.401236557,-003.509723620,5.09900
50.401247443,-003.509713421,5.10700
50.401247959,-003.509666725,5.02400
50.401248360,-003.509634009,4.90800
50.401248074,-003.509605820,4.80300
50.401246469,-003.509577630,4.71700
50.401237531,-003.509554082,4.66800
50.401240625,-003.509522855,4.54300
50.401248360,-003.509493978,4.50200
50.401243146,-003.509468711,4.46500
50.401243433,-003.509437714,4.40400
50.401237016,-003.509416228,4.40400
50.401245323,-003.509405284,4.46500
50.401233750,-003.509371423,4.48400
50.401241771,-003.509350510,4.52300
50.401237187,-003.509322492,4.61300
50.401234265,-003.509295907,4.76000
50.401232432,-003.509267603,5.05400
50.401232547,-003.509238726,5.48100
50.401232547,-003.509208932,5.65800
50.401244808,-003.509176330,5.73900
50.401236958,-003.509128890,5.71400
50.401235927,-003.509100414,5.49900
50.401234953,-003.509097893,5.51100
50.401233692,-003.509043347,5.35400
50.401235010,-003.509015387,4.82500
50.401233291,-003.508988458,4.55700
50.401234609,-003.508960039,4.43600
50.401235812,-003.508930360,4.35400
50.401250308,-003.508906639,4.33600
50.401233922,-003.508874095,4.29800
50.401241427,-003.508847281,4.24200
50.401249563,-003.508829576,4.22000
50.401243948,-003.508792220,4.21400
50.401235182,-003.508763973,4.19200
50.401249563,-003.508751081,4.17100
50.401245323,-003.508721860,4.15600
50.401248589,-003.508692468,4.16300
50.401238505,-003.508676138,4.17500
50.401235411,-003.508647376,4.18400
50.401252715,-003.508620848,4.21000
50.401245610,-003.508581142,4.23600
50.401236729,-003.508563323,4.32100
50.401235640,-003.508534560,4.58900
50.401236156,-003.508506944,4.77900
50.401247157,-003.508473827,4.86300
50.401238162,-003.508443059,4.88300
50.401236328,-003.508422662,4.94000
50.401236213,-003.508367658,4.96800
50.401237302,-003.508339698,4.93900
50.401236328,-003.508312253,4.61000
50.401238276,-003.508283261,4.24000
50.401236729,-003.508259140,4.08500
50.401253058,-003.508227111,4.01700
50.401248417,-003.508219606,3.99300
50.401239823,-003.508171534,4.00500
50.401237016,-003.508157382,3.98200
50.401238162,-003.508126958,3.97500
50.401243375,-003.508111259,3.96300
50.401240797,-003.508058261,3.97100
50.401252084,-003.508052187,3.96900
50.401241886,-003.508003658,3.96000
50.401244006,-003.507991740,3.96800
50.401248016,-003.507966014,4.01300
50.401254835,-003.507944872,4.04900
50.401238677,-003.507896171,4.06000
50.401251626,-003.507875373,4.08100
50.401254949,-003.507855605,4.17200
50.401255980,-003.507827129,4.26400
50.401236385,-003.516415996,-2.02500
50.401236099,-003.516412730,-2.05300
50.401228880,-003.516386718,-1.58400
50.401226760,-003.516356408,-0.82300
50.401232547,-003.516331026,-0.46700
50.401219483,-003.516297279,-0.28900
50.401220801,-003.516273616,-0.07800
50.401219311,-003.516246057,0.11400
50.401219540,-003.516216950,0.29900
50.401222291,-003.516187271,0.49700
50.401220400,-003.516161717,0.77200
50.401220056,-003.516134387,1.09500
50.401219999,-003.516106083,1.45700
50.401219999,-003.516077836,1.92400
50.401220514,-003.516049819,2.39800
50.401221145,-003.516021572,2.97100
50.401224525,-003.515993669,3.21200
50.401222692,-003.515965078,3.28000
50.401221889,-003.515934711,3.48700
50.401220858,-003.515908355,3.62400
50.401221488,-003.515880682,3.73800
50.401222577,-003.515841491,3.84400
50.401221374,-003.515824646,3.96500
50.401222119,-003.515796686,4.06300
50.401222176,-003.515766949,4.18600
50.401223093,-003.515739963,4.26600
50.401226301,-003.515711831,4.28600
50.401235068,-003.515656712,4.16600
50.401235411,-003.515654822,4.10500
50.401239078,-003.515610532,4.16200
50.401237760,-003.515598328,4.14800
50.401237875,-003.515555986,4.13900
50.401238792,-003.515537938,4.19900
50.401235870,-003.515513358,4.24100
50.401222978,-003.515486315,4.38200
50.401223608,-003.515458985,4.71500
50.401225957,-003.515429993,4.87900
50.401240511,-003.515375046,4.90500
50.401226874,-003.515351555,4.82400
50.401240511,-003.515319183,4.80400
50.401240683,-003.515291223,4.56300
50.401226588,-003.515262460,4.40900
50.401226702,-003.515259939,4.40300
50.401223838,-003.515230776,4.44000
50.401224812,-003.515204248,4.57600
50.401224525,-003.515175084,4.86800
50.401224525,-003.515149072,5.00300
50.401225327,-003.515099625,5.01400
50.401224468,-003.515065534,5.01900
50.401224812,-003.515036944,4.90100
50.401225385,-003.515009155,4.67300
50.401242000,-003.514984633,4.55800
50.401241599,-003.514956730,4.52000
50.401238162,-003.514932837,4.51400
50.401226072,-003.514907169,4.50100
50.401225442,-003.514895882,4.53200
50.401226072,-003.514867749,4.71200
50.401225614,-003.514811943,4.75400
50.401225843,-003.514809480,4.70900
50.401226129,-003.514773269,4.73100
50.401225900,-003.514754590,4.78400
50.401231687,-003.514727146,4.91100
50.401242401,-003.514698440,5.05700
50.401227275,-003.514667386,5.27600
50.401244349,-003.514615018,5.21900
50.401244292,-003.514588203,4.73400
50.401243662,-003.514558868,4.51500
50.401244464,-003.514540705,4.47400
50.401237187,-003.514516240,4.47000
50.401230770,-003.514500770,4.47600
50.401233119,-003.514474070,4.51200
50.401228077,-003.514445594,4.62600
50.401227504,-003.514417748,4.82200
50.401227562,-003.514383486,5.09100
50.401228077,-003.514334039,5.15100
50.401228077,-003.514313184,5.09400
50.401227963,-003.514281843,5.07300
50.401228421,-003.514250960,4.91500
50.401228536,-003.514247580,4.91200
50.401245896,-003.514219791,4.92600
50.401246011,-003.514167423,5.03100
50.401244464,-003.514138431,4.80800
50.401246584,-003.514111044,4.70900
50.401246298,-003.514096548,4.67800
50.401236844,-003.514071625,4.66800
50.401229338,-003.514044581,4.70400
50.401229567,-003.514023553,4.85900
50.401229510,-003.513993301,5.10300
50.401229682,-003.513961903,5.18800
50.401229624,-003.513915551,5.19700
50.401230369,-003.513883637,4.97100
50.401233406,-003.513861005,4.89400
50.401232432,-003.513853958,4.85400
50.401247844,-003.513825654,4.92800
50.401247558,-003.513797579,5.25300
50.401247730,-003.513745669,5.36700
50.401247443,-003.513717193,4.92100
50.401247844,-003.513690035,4.62700
50.401248589,-003.513661960,4.57700
50.401243547,-003.513630275,4.55100
50.401245954,-003.513609763,4.52500
50.401232145,-003.513601169,4.50900
50.401241599,-003.513554702,4.49600
50.401247558,-003.513539003,4.48600
50.401248532,-003.513491276,4.45500
50.401234495,-003.513463029,4.44500
50.401239021,-003.513458674,4.45000
50.401234151,-003.513420916,4.42800
50.401237589,-003.513380695,4.44200
50.401233750,-003.513374335,4.45500
50.401237932,-003.513347979,4.59800
50.401249391,-003.513319331,4.88100
50.401248532,-003.513292173,5.08500
50.401242631,-003.513260431,5.14100
50.401250480,-003.513236080,5.19000
50.401250480,-003.513201760,5.29600
50.401248589,-003.513177237,5.36200
50.401249563,-003.513136443,5.38100
50.401247615,-003.513100060,5.38000
50.401250709,-003.513067287,4.86200
50.401247959,-003.513040702,4.58000
50.401234036,-003.513015950,4.48000
50.401244464,-003.512983520,4.43900
50.401247386,-003.512959800,4.37800
50.401244063,-003.512929892,4.39000
50.401233922,-003.512924334,4.38300
50.401235182,-003.512883539,4.39200
50.401234838,-003.512859303,4.41400
50.401236729,-003.512839593,4.43000
50.401237760,-003.512801033,4.43600
50.401239880,-003.512758921,4.41300
50.401235698,-003.512731075,4.40500
50.401242287,-003.512719616,4.36300
50.401238849,-003.512689765,4.32600
50.401237875,-003.512669941,4.32700
50.401245323,-003.512626740,4.34700
50.401247214,-003.512592362,4.30500
50.401236042,-003.512580617,4.34600
50.401243834,-003.512545609,4.34700
50.401253116,-003.512508023,4.33700
50.401247501,-003.512480635,4.33100
50.401236844,-003.512454967,4.32900
50.401238505,-003.512435658,4.31200
50.401252657,-003.512417897,4.32100
50.401248074,-003.512379451,4.31500
50.401245725,-003.512351663,4.34900
50.401249105,-003.512307488,4.29600
50.401249277,-003.512307144,4.30600
50.401238734,-003.512253057,4.46900
50.401244693,-003.512244634,4.47200
50.401251912,-003.512221028,4.55000
50.401237990,-003.512170723,4.55400
50.401250824,-003.512149580,4.52600
50.401238219,-003.512138064,4.60800
50.401250881,-003.512110161,4.68200
50.401250709,-003.512080310,4.67300
50.401246469,-003.512030462,4.69800
50.401255121,-003.511998835,4.67600
50.401254605,-003.511993679,4.64100
50.401251855,-003.511966750,4.70200
50.401254204,-003.511921257,4.71500
50.401252314,-003.511885733,4.68400
50.401254491,-003.511864133,4.68700
50.401244980,-003.511846887,4.70300
50.401251912,-003.511823510,4.73900
50.401256038,-003.511781455,4.75200
50.401255522,-003.511772460,4.75900
50.401249105,-003.511716711,4.75600
50.401251683,-003.511711955,4.74900
50.401239823,-003.511684854,4.75700
50.401239880,-003.511649904,4.75700
50.401244980,-003.511605672,4.67500
50.401247501,-003.511603322,4.66900
50.401242917,-003.511547975,4.69500
50.401241084,-003.511520587,4.63600
50.401257814,-003.511510503,4.59900
